Region,Category,Product Name,Quantity,profit margin,profit per unit 
Central,Office Supplies,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),4,40,6.396
Central,Technology,Logitech G13 Programmable Gameboard with LCD Display,5,50,11.995
Central,Office Supplies,Panasonic KP-380BK Classic Electric Pencil Sharpener,3,30,10.497
South,Technology,Memorex Froggy Flash Drive 4 GB,3,50,8.995
South,Technology,"Maxell 74 Minute CD-R Spindle, 50/Pack",2,40,30.796
Central,Technology,Geemarc AmpliPOWER60,2,50,12.495
South,Office Supplies,Avery 48,2,40,6.396
South,Office Supplies,Avery Arch Ring Binders,2,50,6.995
South,Office Supplies,Xerox 1915,3,40,14.396
Central,Office Supplies,Avery Reinforcements for Hole-Punch Pages,1,40,29.996
East,Office Supplies,Woodgrain Magazine Files by Perma,3,40,4.796
East,Office Supplies,Colorific Watercolor Pencils,3,50,8.995
East,Furniture,Luxo Economy Swing Arm Lamp,1,25,5.2475
East,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",1,30,9.297
East,Office Supplies,BIC Liqua Brite Liner,2,40,10.396
West,Office Supplies,"ACCOHIDE 3-Ring Binder, Blue, 1""",3,40,9.996
West,Office Supplies,Xerox 1996,4,60,19.794
West,Office Supplies,Fiskars Softgrip Scissors,2,50,4.495
West,Office Supplies,Xerox 1973,6,40,9.996
West,Office Supplies,Avery 511,5,40,9.996
West,Office Supplies,Kensington 4 Outlet MasterPiece Compact Power Control Center,1,40,14.396
West,Office Supplies,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",2,50,5.995
West,Office Supplies,GBC Binding covers,3,40,9.996
Central,Technology,Motorola HK250 Universal Bluetooth Headset,5,40,9.996
West,Office Supplies,"Tenex Personal Project File with Scoop Front Design, Black",2,60,19.794
South,Furniture,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",6,50,12.995
South,Furniture,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",4,40,4.796
South,Furniture,Sauder Cornerstone Collection Library,5,20,1.398
South,Furniture,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",4,30,4.497
South,Technology,Pyle PMP37LED,2,30,9.297
Central,Technology,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,2,60,26.994
West,Office Supplies,Xerox 1898,1,50,12.995
West,Office Supplies,GBC Plastic Binding Combs,2,30,8.697
West,Office Supplies,Belkin 6 Outlet Metallic Surge Strip,4,40,14.396
West,Office Supplies,Fellowes Bankers Box Recycled Super Stor/Drawer,8,25,5.2475
West,Furniture,Hon Valutask Swivel Chairs,1,25,6.4975
East,Office Supplies,Avery 517,4,40,9.596
East,Office Supplies,Avery 477,3,50,7.995
East,Furniture,Office Star - Contemporary Task Swivel Chair,7,50,12.995
West,Office Supplies,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",3,20,4.998
West,Furniture,"Seth Thomas 12"" Clock w/ Goldtone Case",3,40,14.396
West,Office Supplies,Premier Electric Letter Opener,1,30,13.797
East,Technology,Memorex Froggy Flash Drive 8 GB,6,40,6.396
South,Technology,Wilson SignalBoost 841262 DB PRO Amplifier Kit,4,40,6.396
South,Office Supplies,Avery Durable Binders,5,40,9.996
East,Office Supplies,Fellowes Black Plastic Comb Bindings,6,30,10.497
East,Office Supplies,"Hot File 7-Pocket, Floor Stand",4,50,8.495
South,Office Supplies,Acco 6 Outlet Guardian Premium Surge Suppressor,5,40,9.596
South,Office Supplies,Avoid Verbal Orders Carbonless Minifold Book,1,50,11.995
East,Office Supplies,"Decoflex Hanging Personal Folder File, Blue",7,25,5.4975
Central,Office Supplies,Fellowes Presentation Covers for Comb Binding Machines,2,40,9.596
East,Furniture,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",3,40,4.796
East,Office Supplies,Xerox 188,3,60,26.994
West,Office Supplies,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,3,30,4.497
West,Furniture,"Eldon Image Series Desk Accessories, Ebony",7,60,21.594
East,Technology,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,2,25,6.9975
East,Office Supplies,Advantus Rolling Storage Box,5,40,9.596
Central,Office Supplies,Wilson Jones Easy Flow II Sheet Lifters,2,40,9.596
Central,Office Supplies,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",1,40,9.996
West,Office Supplies,Wilson Jones Legal Size Ring Binders,2,60,26.994
East,Office Supplies,"SAFCO Commercial Wire Shelving, Black",2,50,5.995
West,Furniture,Westinghouse Clip-On Gooseneck Lamps,2,40,9.996
East,Furniture,Tensor Computer Mounted Lamp,2,50,11.995
East,Technology,Polycom SoundPoint IP 450 VoIP phone,5,30,3.297
East,Office Supplies,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",9,30,9.297
South,Technology,Cisco CP-7937G Unified IP Conference Station Phone,4,40,9.996
South,Office Supplies,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",5,30,9.297
South,Office Supplies,Avery Recycled Flexi-View Covers for Binding Systems,5,25,15.7475
East,Office Supplies,Boston 16701 Slimline Battery Pencil Sharpener,5,30,10.497
East,Office Supplies,Avery 494,4,50,5.995
Central,Office Supplies,Bionaire Personal Warm Mist Humidifier/Vaporizer,3,30,4.497
Central,Office Supplies,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",1,30,12.897
Central,Office Supplies,Newell 35,4,30,4.497
Central,Office Supplies,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,6,25,5.2475
Central,Office Supplies,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,3,30,9.297
Central,Furniture,"Global High-Back Leather Tilter, Burgundy",2,30,10.497
South,Office Supplies,Hanging Personal Folder File,1,60,26.994
West,Technology,Motorola L804,5,30,3.297
West,Office Supplies,Things To Do Today Pad,5,30,8.697
West,Furniture,Bretford Rectangular Conference Table Tops,4,40,9.996
Central,Office Supplies,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",5,40,4.796
Central,Office Supplies,Fellowes Bankers Box Stor/Drawer Steel Plus,5,50,8.495
South,Office Supplies,Xerox 1909,5,30,13.797
Central,Furniture,"DAX Value U-Channel Document Frames, Easel Back",2,50,6.995
West,Furniture,"Leather Task Chair, Black",8,30,7.497
East,Office Supplies,Boston 16801 Nautilus Battery Pencil Sharpener,3,50,5.995
East,Office Supplies,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",4,50,11.995
East,Technology,Digium D40 VoIP phone,4,25,5.4975
West,Office Supplies,Cardinal EasyOpen D-Ring Binders,4,50,11.995
West,Technology,DYMO CardScan Personal V9 Business Card Scanner,2,30,3.297
West,Technology,Case Logic 2.4GHz Wireless Keyboard,2,60,5.394
West,Technology,Adtran 1202752G1,4,50,12.995
West,Furniture,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,7,40,30.796
West,Furniture,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",2,25,4.4975
West,Furniture,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",6,40,9.996
West,Office Supplies,"Dixon My First Ticonderoga Pencil, #2",3,40,4.796
East,Technology,Logitech Desktop MK120 Mouse and keyboard Combo,4,40,9.996
West,Office Supplies,Avery 490,4,25,0.7475
West,Office Supplies,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",2,30,9.297
West,Furniture,"Lesro Round Back Collection Coffee Table, End Table",7,50,12.995
West,Office Supplies,Hoover WindTunnel Plus Canister Vacuum,2,30,7.497
West,Office Supplies,Xerox 1934,6,25,5.2475
West,Office Supplies,Newell 329,4,30,8.397
West,Technology,Panasonic KX T7731-B Digital phone,2,40,6.396
West,Office Supplies,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",3,20,4.998
West,Office Supplies,Ibico Standard Transparent Covers,9,40,9.596
Central,Furniture,"Tenex ""The Solids"" Textured Chair Mats",2,30,9.297
South,Office Supplies,"Carina 42""Hx23 3/4""W Media Storage Unit",5,40,9.996
South,Office Supplies,White Computer Printout Paper by Universal,5,25,15.7475
South,Office Supplies,Revere Boxed Rubber Bands by Revere,4,25,6.9975
South,Furniture,"Eldon 200 Class Desk Accessories, Black",7,40,14.396
South,Furniture,"Bush Andora Bookcase, Maple/Graphite Gray Finish",1,25,6.4975
South,Office Supplies,Ames Color-File Green Diamond Border X-ray Mailers,5,50,11.995
South,Technology,Plantronics Cordless Phone Headset with In-line Volume - M214C,1,50,12.995
South,Technology,Aastra 57i VoIP phone,2,20,4.798
South,Office Supplies,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",6,50,8.495
South,Office Supplies,"Belkin 19"" Vented Equipment Shelf, Black",2,20,7.198
South,Office Supplies,Xerox 1943,1,30,10.497
South,Office Supplies,4009 Highlighters by Sanford,3,50,20.495
Central,Furniture,"Bevis Oval Conference Table, Walnut",3,40,9.596
Central,Furniture,Hon 61000 Series Interactive Training Tables,2,40,6.396
East,Office Supplies,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",4,30,7.497
East,Office Supplies,Xerox 196,4,25,6.4975
East,Technology,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,4,40,9.996
East,Office Supplies,Xerox 217,9,30,9.297
South,Technology,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",5,60,19.794
South,Office Supplies,Airmail Envelopes,5,40,9.596
East,Furniture,"Bush Andora Conference Table, Maple/Graphite Gray Finish",7,30,7.497
East,Office Supplies,Xerox 189,5,60,21.594
East,Office Supplies,Martin-Yale Premier Letter Opener,2,30,12.897
East,Furniture,KI Adjustable-Height Table,5,30,7.497
East,Technology,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,6,20,4.798
East,Office Supplies,Panasonic KP-150 Electric Pencil Sharpener,5,30,9.297
East,Furniture,Telescoping Adjustable Floor Lamp,4,25,2.2475
West,Furniture,Bevis Boat-Shaped Conference Table,4,30,7.497
Central,Office Supplies,Alphabetical Labels for Top Tab Filing,1,50,11.995
East,Furniture,Hon GuestStacker Chair,2,30,4.497
East,Furniture,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",1,30,7.497
East,Office Supplies,GBC Recycled Regency Composition Covers,5,40,9.596
West,Technology,Logitech G13 Programmable Gameboard with LCD Display,3,40,30.796
West,Furniture,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",3,40,14.396
Central,Technology,ShoreTel ShorePhone IP 230 VoIP phone,3,60,5.394
Central,Technology,Hypercom P1300 Pinpad,2,40,30.796
Central,Furniture,Longer-Life Soft White Bulbs,2,40,9.596
West,Office Supplies,Petty Cash Envelope,2,30,4.497
West,Office Supplies,GBC VeloBinder Electric Binding Machine,2,25,6.4975
West,Office Supplies,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,3,20,7.198
West,Office Supplies,Lock-Up Easel 'Spel-Binder',4,50,11.995
West,Office Supplies,2300 Heavy-Duty Transfer File Systems by Perma,3,25,6.9975
West,Technology,Samsung Rugby III,3,30,8.697
West,Office Supplies,SAFCO Boltless Steel Shelving,2,30,9.297
West,Office Supplies,Prestige Round Ring Binders,2,50,8.495
West,Office Supplies,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4,25,2.2475
West,Office Supplies,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",3,60,19.794
West,Office Supplies,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",5,20,7.198
East,Technology,Motorola L804,1,40,4.796
South,Office Supplies,Canvas Sectional Post Binders,5,40,14.396
South,Office Supplies,Acme Stainless Steel Office Snips,7,25,5.2475
South,Furniture,High-Back Leather Manager's Chair,5,40,9.596
West,Office Supplies,Strathmore Photo Mount Cards,1,50,8.495
East,Office Supplies,Xerox 203,3,25,8.2475
East,Office Supplies,Newell 35,3,25,15.7475
Central,Technology,Plantronics Audio 995 Wireless Stereo Headset,3,50,12.995
Central,Furniture,HON 5400 Series Task Chairs for Big and Tall,3,30,13.797
East,Office Supplies,Storex Dura Pro Binders,3,40,9.596
East,Office Supplies,Xerox 1948,8,30,13.797
West,Office Supplies,Deluxe Heavy-Duty Vinyl Round Ring Binder,3,50,11.995
South,Office Supplies,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",3,40,6.396
West,Office Supplies,"Trav-L-File Heavy-Duty Shuttle II, Black",5,50,5.995
Central,Technology,Mitel MiVoice 5330e IP Phone,2,40,9.596
Central,Office Supplies,"Belkin 19"" Vented Equipment Shelf, Black",5,40,9.596
Central,Furniture,Global Super Steno Chair,4,50,8.495
Central,Technology,OtterBox Defender Series Case - Samsung Galaxy S4,6,40,9.596
East,Office Supplies,Wilson Jones Suede Grain Vinyl Binders,7,40,9.596
West,Technology,OtterBox Defender Series Case - iPhone 5c,4,40,9.596
West,Office Supplies,Wilson Jones DublLock D-Ring Binders,3,60,26.994
South,Office Supplies,Easy-staple paper,4,25,6.9975
South,Office Supplies,Surelock Post Binders,2,25,6.9975
South,Office Supplies,Wilson Jones DublLock D-Ring Binders,3,25,4.2475
South,Technology,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,3,30,5.997
South,Office Supplies,Ibico Plastic Spiral Binding Combs,3,30,8.697
South,Furniture,"Iceberg OfficeWorks 42"" Round Tables",2,30,9.297
East,Office Supplies,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,2,25,5.2475
Central,Office Supplies,Avery 499,3,60,26.994
East,Furniture,DAX Wood Document Frame,5,40,30.796
West,Office Supplies,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,5,40,6.396
East,Furniture,Chromcraft Round Conference Tables,4,40,6.396
Central,Technology,Logitech G700s Rechargeable Gaming Mouse,2,60,21.594
Central,Furniture,Hon Deluxe Fabric Upholstered Stacking Chairs,2,30,8.397
East,Office Supplies,Stockwell Gold Paper Clips,8,20,4.998
West,Furniture,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",2,20,7.198
West,Technology,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,2,25,6.4975
South,Technology,Razer Kraken PRO Over Ear PC and Music Headset,5,30,10.497
Central,Furniture,Global Executive Mid-Back Manager's Chair,1,40,30.796
Central,Office Supplies,Wilson Jones Century Plastic Molded Ring Binders,3,50,11.995
Central,Office Supplies,Xerox 1946,1,40,4.796
East,Office Supplies,Newell 320,7,30,10.497
West,Office Supplies,Avery 482,5,50,5.995
Central,Furniture,"Eldon Image Series Desk Accessories, Burgundy",2,50,6.995
East,Office Supplies,Newell 340,2,25,6.4975
East,Office Supplies,GBC Plastic Binding Combs,1,50,5.995
East,Office Supplies,Avery 506,5,20,4.798
South,Office Supplies,Acme Forged Steel Scissors with Black Enamel Handles,4,40,6.396
West,Technology,Square Credit Card Reader,5,40,30.796
West,Office Supplies,Xerox 192,2,50,11.995
West,Office Supplies,HP Office Recycled Paper (20Lb. and 87 Bright),4,40,9.996
West,Office Supplies,X-Rack File for Hanging Folders,1,25,5.2475
South,Office Supplies,Zebra Zazzle Fluorescent Highlighters,5,60,26.994
South,Office Supplies,Xerox 199,2,30,5.997
West,Technology,WD My Passport Ultra 500GB Portable External Hard Drive,2,30,8.697
East,Office Supplies,Staples,9,40,9.996
West,Technology,Cisco IP Phone 7961G-GE VoIP phone,2,30,3.297
West,Technology,Logitech Trackman Marble Mouse,2,25,6.4975
West,Furniture,Coloredge Poster Frame,12,50,8.995
East,Office Supplies,Avery 488,1,40,6.396
East,Office Supplies,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",1,25,5.4975
East,Office Supplies,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",2,25,4.4975
East,Furniture,Global Ergonomic Managers Chair,2,40,6.396
West,Furniture,Magna Visual Magnetic Picture Hangers,8,50,6.995
South,Office Supplies,Stanley Contemporary Battery Pencil Sharpeners,1,50,12.495
Central,Office Supplies,"Crayola Anti Dust Chalk, 12/Pack",1,60,19.794
Central,Office Supplies,Acco Perma 3000 Stacking Storage Drawers,5,40,9.596
Central,Office Supplies,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3,40,14.396
West,Office Supplies,"Avery Durable Plastic 1"" Binders",3,30,10.497
Central,Office Supplies,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",2,40,9.996
Central,Office Supplies,Xerox 197,4,30,13.797
Central,Office Supplies,Tennsco Double-Tier Lockers,3,50,11.995
West,Technology,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",5,25,5.2475
West,Furniture,"DAX Value U-Channel Document Frames, Easel Back",3,20,1.398
West,Office Supplies,Prang Dustless Chalk Sticks,8,25,5.2475
West,Furniture,Hon 2111 Invitation Series Corner Table,6,50,8.995
East,Office Supplies,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",3,40,10.396
South,Technology,Lexmark X 9575 Professional All-in-One Color Printer,1,40,14.396
Central,Office Supplies,Ibico Covers for Plastic or Wire Binding Elements,2,40,9.596
West,Furniture,"Eldon Image Series Desk Accessories, Burgundy",2,20,4.998
West,Office Supplies,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,1,30,7.497
West,Office Supplies,4009 Highlighters by Sanford,4,50,11.995
Central,Office Supplies,Safco Steel Mobile File Cart,5,40,9.996
Central,Office Supplies,Acco D-Ring Binder w/DublLock,6,50,8.495
Central,Office Supplies,Ibico Plastic and Wire Spiral Binding Combs,5,30,7.497
East,Furniture,"Leather Task Chair, Black",1,40,14.396
West,Furniture,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,2,30,12.897
West,Office Supplies,Ibico Laser Imprintable Binding System Covers,7,25,5.2475
West,Office Supplies,Avery Durable Poly Binders,2,25,6.9975
West,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",3,40,6.396
Central,Office Supplies,Newell 325,3,50,8.495
West,Furniture,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",3,25,4.2475
West,Office Supplies,Xerox 1970,2,30,5.997
West,Office Supplies,Xerox 1960,2,30,3.297
West,Office Supplies,"Belkin 19"" Vented Equipment Shelf, Black",2,60,5.394
West,Office Supplies,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",3,30,4.497
East,Office Supplies,12 Colored Short Pencils,4,40,9.996
East,Furniture,"Master Caster Door Stop, Large Neon Orange",2,40,6.396
East,Office Supplies,Rubber Band Ball,5,25,0.7475
East,Office Supplies,Loose Memo Sheets,3,20,4.798
South,Office Supplies,Xerox 1988,1,50,5.995
West,Office Supplies,"Neat Ideas Personal Hanging Folder Files, Black",4,20,9.998
West,Office Supplies,OIC Bulk Pack Metal Binder Clips,5,25,6.9975
East,Office Supplies,Belkin OmniView SE Rackmount Kit,1,25,4.2475
West,Furniture,"Bush Andora Bookcase, Maple/Graphite Gray Finish",3,30,3.297
East,Office Supplies,"Rogers Jumbo File, Granite",4,50,11.995
East,Office Supplies,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",2,30,5.997
East,Technology,GE DSL Phone Line Filter,3,50,8.495
East,Office Supplies,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",6,40,14.396
East,Furniture,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",5,25,8.2475
East,Office Supplies,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,3,25,4.2475
East,Furniture,Eldon Wave Desk Accessories,5,50,5.995
East,Office Supplies,Stockwell Push Pins,9,30,13.797
West,Office Supplies,GBC Recycled Grain Textured Covers,6,50,11.995
West,Office Supplies,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",8,40,14.396
East,Furniture,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",2,50,11.995
Central,Office Supplies,Xerox 1915,3,40,29.996
Central,Office Supplies,GBC Recycled Regency Composition Covers,3,40,9.596
Central,Office Supplies,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",4,60,26.994
East,Technology,Canon Imageclass D680 Copier / Fax,2,50,11.995
Central,Office Supplies,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,3,40,4.796
West,Office Supplies,Xerox 1934,2,30,8.697
Central,Office Supplies,Avery 481,6,40,9.996
South,Office Supplies,Large Capacity Hanging Post Binders,5,60,5.394
West,Office Supplies,Newell 310,3,40,9.596
East,Technology,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",3,60,26.994
East,Office Supplies,Staple envelope,2,50,21.495
East,Office Supplies,Newell 319,4,40,29.996
West,Furniture,KI Adjustable-Height Table,14,30,3.297
West,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",3,30,10.497
West,Office Supplies,Avery 518,3,50,8.995
West,Office Supplies,Newell 333,6,30,9.297
East,Furniture,Bretford CR4500 Series Slim Rectangular Table,3,20,7.198
East,Office Supplies,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",5,40,14.396
South,Office Supplies,Sensible Storage WireTech Storage Systems,3,60,19.794
West,Technology,Wireless Extenders zBoost YX545 SOHO Signal Booster,3,50,8.495
Central,Technology,Kingston Digital DataTraveler 16GB USB 2.0,3,25,6.4975
Central,Office Supplies,GBC Imprintable Covers,2,40,9.596
West,Office Supplies,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",9,40,9.596
South,Office Supplies,Newell 347,9,30,12.897
West,Furniture,Novimex Swivel Fabric Task Chair,2,60,26.994
West,Office Supplies,Pastel Pink Envelopes,3,30,5.997
West,Technology,Belkin F8E887 USB Wired Ergonomic Keyboard,1,50,8.495
West,Furniture,Safco Contoured Stacking Chairs,9,60,5.394
Central,Technology,ARKON Windshield Dashboard Air Vent Car Mount Holder,3,30,4.497
Central,Furniture,"Lifetime Advantage Folding Chairs, 4/Carton",1,60,5.394
Central,Office Supplies,Pizazz Global Quick File,3,30,9.297
South,Office Supplies,Xerox 1949,3,40,6.396
East,Office Supplies,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",2,30,5.997
East,Technology,Nortel Meridian M3904 Professional Digital phone,3,60,26.994
East,Furniture,KI Conference Tables,4,30,5.997
East,Office Supplies,"Tennsco Lockers, Gray",1,50,11.995
East,Office Supplies,GBC Ibimaster 500 Manual ProClick Binding System,2,20,9.998
East,Furniture,Artistic Insta-Plaque,2,50,11.995
East,Furniture,Longer-Life Soft White Bulbs,2,40,10.396
East,Technology,Panasonic KX-TG9471B,2,60,21.594
East,Office Supplies,Xerox 1886,4,60,5.394
East,Office Supplies,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",2,50,7.995
East,Technology,Belkin QODE FastFit Bluetooth Keyboard,2,50,8.495
South,Office Supplies,Rogers Handheld Barrel Pencil Sharpener,2,20,1.398
Central,Office Supplies,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",1,60,21.594
Central,Office Supplies,Ideal Clamps,9,30,4.497
West,Technology,Pyle PRT45 Retro Home Telephone,2,25,2.2475
West,Office Supplies,Spiral Phone Message Books with Labels by Adams,4,25,5.2475
Central,Furniture,Sauder Inglewood Library Bookcases,6,30,7.497
East,Furniture,Global Chrome Stack Chair,7,20,7.198
East,Furniture,Executive Impressions Supervisor Wall Clock,3,40,6.396
Central,Office Supplies,Xerox 1901,2,50,7.995
Central,Office Supplies,Acme Elite Stainless Steel Scissors,3,40,9.596
Central,Office Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",2,50,12.995
Central,Furniture,Telescoping Adjustable Floor Lamp,4,30,8.397
East,Furniture,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",5,40,6.396
South,Office Supplies,Prang Drawing Pencil Set,4,50,6.995
East,Office Supplies,"BOSTON Ranger #55 Pencil Sharpener, Black",3,40,14.396
West,Technology,PowerGen Dual USB Car Charger,3,50,8.495
West,Office Supplies,Newell 307,2,20,4.998
West,Office Supplies,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,7,60,5.394
West,Office Supplies,"Angle-D Binders with Locking Rings, Label Holders",1,30,10.497
West,Office Supplies,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",3,50,4.495
West,Office Supplies,Avery Binder Labels,7,50,8.495
West,Furniture,Sauder Inglewood Library Bookcases,2,30,4.497
West,Technology,VTech DS6151,3,40,14.396
West,Technology,netTALK DUO VoIP Telephone Service,3,20,4.998
West,Office Supplies,Letter Size Cart,2,30,5.997
East,Technology,V7 USB Numeric Keypad,4,40,10.396
Central,Office Supplies,Avery 480,10,30,5.997
Central,Office Supplies,Avery 489,2,25,8.2475
Central,Office Supplies,Peel-Off China Markers,11,40,9.596
East,Office Supplies,Acco Perma 2700 Stacking Storage Drawers,5,50,8.995
East,Office Supplies,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",5,25,6.9975
West,Furniture,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",3,25,5.4975
West,Office Supplies,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",6,40,9.596
West,Office Supplies,"GBC White Gloss Covers, Plain Front",2,50,7.995
West,Technology,Micro Innovations USB RF Wireless Keyboard with Mouse,7,25,6.4975
West,Technology,ShoreTel ShorePhone IP 230 VoIP phone,1,60,26.994
West,Technology,Plantronics Savi W720 Multi-Device Wireless Headset System,5,40,9.596
East,Office Supplies,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",5,30,5.997
South,Furniture,Harbour Creations Steel Folding Chair,8,30,8.397
East,Furniture,"Stacking Tray, Side-Loading, Legal, Smoke",9,25,4.2475
East,Office Supplies,Deluxe Heavy-Duty Vinyl Round Ring Binder,3,20,1.398
East,Office Supplies,Smead Adjustable Mobile File Trolley with Lockable Top,8,40,9.596
East,Office Supplies,Xerox 1898,3,30,7.497
East,Office Supplies,Xerox 222,2,30,5.997
East,Office Supplies,Hanging Personal Folder File,3,40,6.396
East,Technology,SanDisk Cruzer 64 GB USB Flash Drive,2,50,11.995
West,Office Supplies,Xerox 2,9,40,6.396
West,Office Supplies,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,2,40,4.796
West,Technology,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,3,40,6.396
East,Office Supplies,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),3,30,3.297
East,Office Supplies,Wilson Jones Turn Tabs Binder Tool for Ring Binders,6,20,4.798
East,Office Supplies,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",3,30,5.997
East,Furniture,9-3/4 Diameter Round Wall Clock,3,40,29.996
Central,Office Supplies,Staples,4,30,7.497
West,Office Supplies,Deluxe Rollaway Locking File with Drawer,4,60,5.394
West,Technology,Canon PC940 Copier,3,25,5.2475
West,Office Supplies,Multicolor Computer Printout Paper,5,30,8.697
East,Technology,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,9,40,9.996
East,Office Supplies,"Brites Rubber Bands, 1 1/2 oz. Box",4,25,4.2475
East,Office Supplies,Catalog Binders with Expanding Posts,1,50,8.495
East,Technology,Grandstream GXP2100 Mainstream Business Phone,2,25,0.7475
